Chapter Number,Verse Number,Translation Verses,Extracted Keywords
11.0,71.0,"His wife who stood near, laughed as We gave her the good news of Isaac, and after Isaac of Jacob.","['stood near', 'good news', 'wife', 'laughed', 'jacob', 'isaac', 'isaac', 'gave']"
11.0,72.0,"She said: ""Woe betide me! Will I give birth when I am old and this my husband be aged? This is indeed surprising!""","['indeed surprising !""', 'woe betide', 'give birth', 'said', 'old', 'husband', 'aged']"
11.0,73.0,"Why are you surprised at the command of God? God's mercy and blessings be upon you, O members of this household, they said. ""Verily He is worthy of praise and glory.""","['glory .""', 'worthy', 'verily', 'upon', 'surprised', 'said', 'praise', 'mercy', 'members', 'household', 'god', 'god', 'command', 'blessings']"
11.0,74.0,"When Abraham's fear was dispelled, and the good news had come to him, he pleaded for the people of Lot with Us.","['good news', 'us', 'pleaded', 'people', 'lot', 'fear', 'dispelled', 'come', 'abraham']"
11.0,75.0,"Abraham was kind, compassionate, and penitent.","['penitent', 'kind', 'compassionate', 'abraham']"
11.0,76.0,"Desist from pleading, O Abraham, (they said). ""Your Lord's command has verily been issued, and a punishment that cannot be averted is bound to fall on them.""","['said ).', 'verily', 'punishment', 'pleading', 'lord', 'issued', 'fall', 'desist', 'command', 'cannot', 'bound', 'averted', 'abraham', '.""']"
11.0,77.0,"So when Our angels came to Lot, he grieved for them, and felt powerless to help them, and said: ""This is a day of sorrow.","['felt powerless', 'angels came', 'sorrow', 'said', 'lot', 'help', 'grieved', 'day']"
11.0,78.0,"His people came excited to him. They were addicted to sin already. Said (Lot): ""O my people, these daughters of mine are cleaner (and lawful) for you. Have fear of God, and do not shame me before my guests. Is there no man of discernment among you?""","['people came excited', 'sin already', 'lot ):', 'discernment among', 'people', 'shame', 'said', 'mine', 'man', 'lawful', 'guests', 'god', 'fear', 'daughters', 'cleaner', 'addicted', '?""']"
11.0,79.0,"They said: ""You know we have no need for your daughters, and know well what we want.""","['want .""', 'know well', 'know', 'said', 'need', 'daughters']"
11.0,80.0,"I wish I had the power to resist you, said (Lot), ""or powerful support.""","['powerful support .""', 'lot ),', 'wish', 'said', 'resist', 'power']"
11.0,81.0,"(The angels) said: ""O Lot, we have verily been sent by your Lord. They will never be able to harm you. So, leave late at night with your family, and none of you should turn back to look; but your wife will suffer (the fate) they are going to suffer. Their hour of doom is in the morning: Is not the morning nigh?""","['morning nigh ?""', 'turn back', 'leave late', 'morning', 'wife', 'verily', 'suffer', 'suffer', 'sent', 'said', 'none', 'night', 'never', 'lot', 'lord', 'look', 'hour', 'harm', 'going', 'fate', 'family', 'doom', 'angels', 'able']"
11.0,82.0,"So when the decreed moment arrived, We turned the habitations upside down, and rained upon them stones of hardened lava in quick succession,","['decreed moment arrived', 'rained upon', 'quick succession', 'hardened lava', 'habitations upside', 'turned', 'stones']"
11.0,83.0,Impressed with (the signs) of your Lord. And such (punishment) is not far for the (other) transgressers.,"['transgressers', 'signs', 'punishment', 'lord', 'impressed', 'far']"
11.0,84.0,"We sent to Midian their brother Shu'aib. He said: ""O my people, worship God; you have no other god but He. So do not give in short measure nor underweigh. I see you are prosperous, but I fear the doom of an overwhelming Day for you.","['short measure', 'overwhelming day', 'brother shu', 'worship god', 'god', 'underweigh', 'sent', 'see', 'said', 'prosperous', 'people', 'midian', 'give', 'fear', 'doom', 'aib']"
11.0,85.0,"So, O my people, weigh and measure with justness, and do not withhold things due to men, and do not spread corruption in the land, despoiling it.","['withhold things due', 'spread corruption', 'weigh', 'people', 'men', 'measure', 'land', 'justness', 'despoiling']"
11.0,86.0,"That which is left to you by God is better, if you are true believers; yet I am not a warden over you.""","['true believers', 'yet', 'warden', 'left', 'god', 'better', '.""']"
11.0,87.0,"They said: ""O Shu'aib, does your piety teach that we should abandon what our fathers worshipped, or desist from doing what we like with our goods? How gracious a man of discernment you are indeed!""","['piety teach', 'indeed !""', 'fathers worshipped', 'shu', 'said', 'man', 'like', 'gracious', 'goods', 'discernment', 'desist', 'aib', 'abandon']"
11.0,88.0,"He said: ""O my people, think. I have a clear sign from my Lord, who has also given me a goodly provision, and I do not wish for myself what I forbid you: I only wish to reform you as best I can. My success is from God alone. In Him I have placed my trust, and to Him I turn.","['goodly provision', 'god alone', 'clear sign', 'also given', 'wish', 'wish', 'turn', 'trust', 'think', 'success', 'said', 'reform', 'placed', 'people', 'lord', 'forbid', 'best']"
11.0,89.0,O my people (I fear) lest your opposition to me should bring you the like of what befell the people of Noah or Hud or Saleh; and the people of Lot are not distant from you.,"['saleh', 'people', 'people', 'people', 'opposition', 'noah', 'lot', 'like', 'lest', 'hud', 'fear', 'distant', 'bring', 'befell']"
11.0,90.0,"Beg your Lord to forgive you, and turn to Him. Indeed my Lord is compassionate and loving.","['turn', 'loving', 'lord', 'lord', 'indeed', 'forgive', 'compassionate', 'beg']"
11.0,91.0,"They said: ""O Shu'aib, much of what you say is meaningless to us, and then (for sure) you are powerless among us. But for your clan we would have stoned you to death. You have no power over us.","['powerless among us', 'us', 'us', 'would', 'sure', 'stoned', 'shu', 'say', 'said', 'power', 'much', 'meaningless', 'death', 'clan', 'aib']"
11.0,92.0,"He said: ""My clan seems mightier to you than God whom you neglect and push behind your backs. Surely what you do is within the power of my Lord.","['clan seems mightier', 'push behind', 'within', 'surely', 'said', 'power', 'neglect', 'lord', 'god', 'backs']"
11.0,93.0,"Do on your part what you can, O people, I will do what I will. You will come to know who suffers the punishment that would put him to shame, and who is the liar. So watch; I am watching with you.""","['would put', 'watching', 'watch', 'suffers', 'shame', 'punishment', 'people', 'part', 'liar', 'know', 'come', '.""']"
11.0,94.0,"And when Our word came to pass, We rescued Shu'aib and those who believed, with him, by Our grace, but those who were wicked were seized by a punishment from heaven, and lay overturned in their homes in the morning.","['word came', 'rescued shu', 'lay overturned', 'wicked', 'seized', 'punishment', 'pass', 'morning', 'homes', 'heaven', 'grace', 'believed', 'aib']"
11.0,95.0,As though they had not dwelt there at all. Beware! Condemmed were the people of Midian as those of Thamud had been before them!,"['though', 'thamud', 'people', 'midian', 'dwelt', 'condemmed', 'beware']"
11.0,96.0,We sent Moses with Our signs and full authority,"['sent moses', 'full authority', 'signs']"
11.0,97.0,"To the Pharaoh and his nobles, but they followed the bidding of Pharaoh, though the bidding of Pharaoh was unrightful.","['unrightful', 'though', 'pharaoh', 'pharaoh', 'pharaoh', 'nobles', 'followed', 'bidding', 'bidding']"
11.0,98.0,"He shall be at the head of his people on the Day of Resurrection, and drive them into Hell like cattle driven to water -- what an evil watering-place to reach!","['hell like cattle driven', 'water --', 'evil watering', 'shall', 'resurrection', 'reach', 'place', 'people', 'head', 'drive', 'day']"
11.0,99.0,"Damned will they be in this world, and on the Day of Doom how evil the gift that they will receive!","['world', 'receive', 'gift', 'evil', 'doom', 'day', 'damned']"
11.0,100.0,"These are a few accounts of settlements that We narrate to you. Some still survive, and some have been mowed down.","['still survive', 'settlements', 'narrate', 'mowed', 'accounts']"
11.0,101.0,"We did not wrong them; they wronged themselves. When your Lord's chastisement descended upon them, their gods, on whom they called apart from God, were not of the least avail, and all they did was only to add to their destruction.","['chastisement descended upon', 'least avail', 'called apart', 'wronged', 'wrong', 'lord', 'gods', 'god', 'destruction', 'add']"
11.0,102.0,Such is the punishment of your Lord when He seizes human settlements in the acts of wickedness. Surely His hold is grievous and terrible.,"['seizes human settlements', 'wickedness', 'terrible', 'surely', 'punishment', 'lord', 'hold', 'grievous', 'acts']"
11.0,103.0,"In this surely is a sign for him who fears the torment of the Hereafter, the day when mankind will be assembled together, which will be a day when all things would become evident.","['things would become evident', 'assembled together', 'torment', 'surely', 'sign', 'mankind', 'hereafter', 'fears', 'day', 'day']"
11.0,104.0,We are deferring it only for a time ordained.,"['time ordained', 'deferring']"
11.0,105.0,"The day it comes no soul will dare say a word but by His leave; and some will be wretched, some will be blessed.","['dare say', 'wretched', 'word', 'soul', 'leave', 'day', 'comes', 'blessed']"
11.0,106.0,"And those who are doomed, will be in Hell: For them will be sighing and sobbing,","['sobbing', 'sighing', 'hell', 'doomed']"
11.0,107.0,"Where they will dwell so long as heaven and earth endure, unless your Lord will otherwise. Verily your Lord does as He wills.","['earth endure', 'wills', 'verily', 'unless', 'otherwise', 'lord', 'lord', 'long', 'heaven', 'dwell']"
11.0,108.0,"Those who are blessed will be in Paradise, where they will dwell so long as heaven and earth survive, unless your Lord wills otherwise: This will be a gift uninterrupted.","['lord wills otherwise', 'gift uninterrupted', 'earth survive', 'unless', 'paradise', 'long', 'heaven', 'dwell', 'blessed']"
11.0,109.0,"So, you should not entertain any doubt about those whom they worship: They only worship what their fathers had worshipped before them. We shall verily give them their meed without diminution.","['shall verily give', 'meed without diminution', 'worshipped', 'worship', 'worship', 'fathers', 'entertain', 'doubt']"
11.0,110.0,"Verily We gave to Moses the Book, but there was disagreement about it. Had the decree of your Lord (delaying it) not been issued the matter would have been settled between them. They are still suspicious of it and in doubt.","['still suspicious', 'matter would', 'verily', 'settled', 'moses', 'lord', 'issued', 'gave', 'doubt', 'disagreement', 'delaying', 'decree', 'book']"
11.0,111.0,Surely your Lord will reward everyone in accordance with his deeds. He is certainly aware of all they do.,"['reward everyone', 'certainly aware', 'surely', 'lord', 'deeds', 'accordance']"
11.0,112.0,"So, you and those who turned to God with you, should walk along the straight path as you have been commanded, and do not transgress, for He verily sees whatsoever you do.","['verily sees whatsoever', 'walk along', 'straight path', 'turned', 'transgress', 'god', 'commanded']"
11.0,113.0,"Do not lean towards the wicked, or you will be caught in the flames of Hell, and have none to befriend you other than God, nor will you be given help.","['lean towards', 'given help', 'wicked', 'none', 'hell', 'god', 'flames', 'caught', 'befriend']"
11.0,114.0,Stand up for the service of prayer at the two ends of day and the first watch of night. Remember that good deeds nullify the bad. This is a reminder for those who are observant.,"['good deeds nullify', 'two ends', 'first watch', 'stand', 'service', 'reminder', 'remember', 'prayer', 'observant', 'night', 'day', 'bad']"
11.0,115.0,"Be steadfast, for verily God does not let the reward of those who are upright and do good to go waste.","['verily god', 'go waste', 'upright', 'steadfast', 'reward', 'let', 'good']"
11.0,116.0,"If only there had been men endued with virtue in the ages before you, who could preserve men from doing evil in the world, other than the few We saved from among them. Those who were wicked followed that which made them dissolute, and became sinners.","['could preserve men', 'men endued', 'wicked followed', 'became sinners', 'world', 'virtue', 'saved', 'made', 'evil', 'dissolute', 'among', 'ages']"
11.0,117.0,Your Lord would not surely destroy unjustly human habitations so long as the people are righteous.,"['surely destroy unjustly human habitations', 'lord would', 'righteous', 'people', 'long']"
11.0,118.0,"But if your Lord had pleased He could have made all human beings into one community of belief. But they would still have differed from one another,","['would still', 'one community', 'one another', 'human beings', 'pleased', 'made', 'lord', 'differed', 'could', 'belief']"
11.0,119.0,"Except those on whom your Lord had mercy for which He has created them. But fulfilled shall be the word of your Lord. ""I will fill up Hell with jinns and men.""","['men .""', 'fulfilled shall', 'word', 'mercy', 'lord', 'lord', 'jinns', 'hell', 'fill', 'except', 'created']"
11.0,120.0,"The histories of apostles that We relate to you are (meant) to strengthen your heart. Through them has the truth come to you, and guidance, and reminder to those who believe.","['truth come', 'strengthen', 'reminder', 'relate', 'meant', 'histories', 'heart', 'guidance', 'believe', 'apostles']"
11.0,121.0,"Say to the infidels. ""Act as best you can, we are acting too;","['say', 'infidels', 'best', 'acting', 'act']"
11.0,122.0,"And wait (for what is to come), we are also waiting (to see).""","['see ).""', 'come ),', 'also waiting', 'wait']"
11.0,123.0,"To God belong the secrets of the heavens and the earth, and all things will go back to Him. So worship Him and put your trust in Him; your Lord is not heedless of what you do.","['god belong', 'go back', 'worship', 'trust', 'things', 'secrets', 'put', 'lord', 'heedless', 'heavens', 'earth']"
12.0,1.0,ALIF LAM RA. These are the verses of the immaculate Book.,"['alif lam ra', 'immaculate book', 'verses']"
12.0,2.0,We have sent it down as a clear discourse that you may understand.,"['may understand', 'clear discourse', 'sent']"
12.0,3.0,Through the revelation of this Qur'an We narrate the best of histories of which you were unaware before.,"['unaware', 'revelation', 'qur', 'narrate', 'histories', 'best']"
12.0,4.0,"When Joseph told his father: ""O my father, I saw eleven stars and the sun and the moon bowing before me in homage,""","['saw eleven stars', 'moon bowing', 'joseph told', 'homage ,""', 'sun', 'father', 'father']"
12.0,5.0,"He said: ""O son, do not narrate your dream to your brothers, or they will plot against you. Surely Satan is man's acknowledged foe.","['surely satan', 'acknowledged foe', 'son', 'said', 'plot', 'narrate', 'man', 'dream', 'brothers']"
12.0,6.0,"Your Lord will choose you and teach you to interpret events, and confer His favours on you and the house of Jacob, as He had done in the case of two ancestors of yours, Abraham and Isaac, before you. Indeed your Lord is all-knowing and all-wise.""","['wise .""', 'two ancestors', 'interpret events', 'teach', 'lord', 'lord', 'knowing', 'jacob', 'isaac', 'indeed', 'house', 'favours', 'done', 'confer', 'choose', 'case', 'abraham']"
12.0,7.0,In the story of Joseph and his brothers are lessons for those who inquire.,"['story', 'lessons', 'joseph', 'inquire', 'brothers']"
12.0,8.0,"Surely Joseph and his brother are dearer to our father than we, (said his half brothers) ""even though we are a well-knit band. Our father is surely in the wrong.","['knit band', 'half brothers', 'even though', 'surely joseph', 'surely', 'wrong', 'well', 'said', 'father', 'father', 'dearer', 'brother']"
12.0,9.0,"Let us kill Joseph or cast him in some distant land so that we may get our father's exclusive affection; then play innocent.""","['let us kill joseph', 'play innocent .""', 'may get', 'exclusive affection', 'distant land', 'father', 'cast']"
12.0,10.0,"One of them said: ""If you must do so, then do not kill Joseph, but throw him into an unused well. Some passing caravan may rescue him.""","['passing caravan may rescue', 'unused well', 'kill joseph', 'throw', 'said', 'one', 'must', '.""']"
12.0,11.0,"(Then going to their father) they said: ""O father, why don't you trust us with Joseph? We are in fact his well-wishers.","['trust us', 'wishers', 'well', 'said', 'joseph', 'going', 'father', 'father', 'fact']"
12.0,12.0,"Let him go out with us tomorrow that he may enjoy and play. We shall take care of him.""","['shall take care', 'us tomorrow', 'may enjoy', 'play', 'let', 'go', '.""']"
12.0,13.0,"He said: ""I am afraid of sending him with you lest a wolf should devour him when you are unmindful.""","['unmindful .""', 'wolf', 'sending', 'said', 'lest', 'devour', 'afraid']"
12.0,14.0,"They replied: ""If a wolf should devour him when we are there, a well-knit band, we shall certainly be treacherous.""","['treacherous .""', 'shall certainly', 'knit band', 'wolf', 'well', 'replied', 'devour']"
12.0,15.0,"So, when they took him out they planned to throw him into an unused well. We revealed to Joseph: ""You will tell them (one day) of this deed when they will not apprehend it.""","['unused well', 'one day', 'took', 'throw', 'tell', 'revealed', 'planned', 'joseph', 'deed', 'apprehend', '.""']"
12.0,16.0,"At nightfall they came to their father weeping,","['father weeping', 'nightfall', 'came']"
12.0,17.0,"And said: ""We went racing with one another and left Joseph to guard our things when a wolf devoured him. But you will not believe us even though we tell the truth.""","['believe us even though', 'wolf devoured', 'went racing', 'truth .""', 'one another', 'left joseph', 'things', 'tell', 'said', 'guard']"
12.0,18.0,"They showed him the shirt with false blood on it. (Their father) said: ""It is not so; you have made up the story. Yet endurance is best. I seek the help of God alone for what you impute.""","['yet endurance', 'impute .""', 'god alone', 'false blood', 'story', 'showed', 'shirt', 'seek', 'said', 'made', 'help', 'father', 'best']"
12.0,19.0,"A caravan happened to pass, and sent the water-carrier to bring water from the well. He let down his bucket (and pulled Joseph up with it). ""What luck,"" said the man; ""here is a boy;"" and they hid him as an item of merchandise; but what they did was known to God.","['luck ,"" said', 'pulled joseph', 'caravan happened', 'boy ;""', 'bring water', 'water', 'well', 'sent', 'pass', 'merchandise', 'man', 'let', 'known', 'item', 'hid', 'god', 'carrier', 'bucket', ').']"
12.0,20.0,And they sold him as worthless for a few paltry dirham.,"['paltry dirham', 'worthless', 'sold']"
12.0,21.0,"The Egyptian who bought him instructed his wife: ""House him honourably. He may be of use to us. We may even adopt him as a son."" So, We firmly established Joseph in the land, and taught him the interpretation of dreams. God dominated in his affairs, though most men do not know.","['firmly established joseph', 'may even adopt', 'son .""', 'god dominated', 'may', 'wife', 'use', 'us', 'though', 'taught', 'men', 'land', 'know', 'interpretation', 'instructed', 'house', 'honourably', 'egyptian', 'dreams', 'bought', 'affairs']"
12.0,22.0,When he reached the prime of life We gave him wisdom and knowledge. Thus We reward those who are good.,"['wisdom', 'thus', 'reward', 'reached', 'prime', 'life', 'knowledge', 'good', 'gave']"
12.0,23.0,"But she in whose house he resided wished to seduce him and, closing the doors, said: ""Come into me. ""God forbid!"" he said; ""he is my master who has approved my stay. Surely those who act wrongly do not prosper.""","['god forbid !""', 'whose house', 'resided wished', 'prosper .""', 'act wrongly', 'surely', 'stay', 'seduce', 'said', 'said', 'master', 'doors', 'come', 'closing', 'approved']"
12.0,24.0,"But the woman desired him, and he would have desired her but for the indication he received from his Lord. This was so that We may avert both evil and lechery from him, for he was one of Our chosen devotees.","['may avert', 'chosen devotees', 'woman desired', 'desired', 'would', 'received', 'one', 'lord', 'lechery', 'indication', 'evil']"
12.0,25.0,"Both of them raced to the door, and she (grabbed and) rent his shirt from behind. They met her lord outside the door. ""There is no other penalty for a man,"" said she, ""who wanted to outrage your wife but imprisonment or grievous punishment.""","['man ,"" said', 'grievous punishment .""', 'lord outside', 'wife', 'wanted', 'shirt', 'rent', 'raced', 'penalty', 'outrage', 'met', 'imprisonment', 'grabbed', 'door', 'door', 'behind']"
12.0,26.0,"(Joseph) said: ""It was she who wanted to seduce me."" And a witness from her family testified: ""If the shirt is torn from the front then the woman is speaking the truth, and he is a liar.","['family testified', 'woman', 'witness', 'wanted', 'truth', 'torn', 'speaking', 'shirt', 'seduce', 'said', 'liar', 'joseph', 'front', '.""']"
12.0,27.0,"But if the shirt is torn from behind then she is a liar, and he speaks the truth.""","['truth .""', 'torn', 'speaks', 'shirt', 'liar', 'behind']"
12.0,28.0,"When the husband saw the shirt torn at the back, he said: ""Surely this is a woman's ruse, and the wiles of women are great.","['shirt torn', 'husband saw', 'women', 'woman', 'wiles', 'surely', 'said', 'ruse', 'great', 'back']"
12.0,29.0,"Ignore this affair, O Joseph; and you, O woman, ask forgiveness for your sin, for you were surely errant.""","['surely errant .""', 'ask forgiveness', 'woman', 'sin', 'joseph', 'ignore', 'affair']"
12.0,30.0,"In the city the women gossiped: ""The minister's wife longs after her page. He has captured her heart. We think she is in clear error.""","['clear error .""', 'women gossiped', 'wife longs', 'think', 'page', 'minister', 'heart', 'city', 'captured']"
12.0,31.0,"When she heard their slanderings, she sent for them and prepared a banquet, and gave each of them a knife (for paring fruit), and called (to Joseph): ""Come out before them."" When they saw him, the women were so wonderstruck they cut their hands, and exclaimed: ""O Lord preserve us! He is no mortal but an honourable angel.""","['paring fruit ),', 'lord preserve us', 'honourable angel .""', 'joseph ):', '.""', 'wonderstruck', 'women', 'slanderings', 'sent', 'saw', 'prepared', 'mortal', 'knife', 'heard', 'hands', 'gave', 'exclaimed', 'cut', 'come', 'called', 'banquet']"
12.0,32.0,"She said: ""This is the one you blamed me for. I did desire his person, but he preserved himself from sin. Yet in case he does not do my bidding he will be put into prison and disgraced.""","['disgraced .""', 'yet', 'sin', 'said', 'put', 'prison', 'preserved', 'person', 'one', 'desire', 'case', 'blamed', 'bidding']"
12.0,33.0,"(Joseph) prayed: ""O Lord, dearer is prison than what they invite me to. Unless You turn their guiles away from me I shall succumb to their charms and thus become a pagan.""","['thus become', 'shall succumb', 'pagan .""', 'guiles away', 'unless', 'turn', 'prison', 'prayed', 'lord', 'joseph', 'invite', 'dearer', 'charms']"
12.0,34.0,"His Lord heard his prayer, and averted the women's wiles from him. He verily hears and knows everything.","['verily hears', 'lord heard', 'knows everything', 'women', 'wiles', 'prayer', 'averted']"
12.0,35.0,And yet in spite of having seen these clear proofs they found it proper to incarcerate him for a time.,"['clear proofs', 'yet', 'time', 'spite', 'seen', 'proper', 'incarcerate', 'found']"
12.0,36.0,"Two other youths were imprisoned along with him. Said one of them: ""I dreamt that I was pressing grapes;"" and the other: ""I dreamt that I was carrying bread on my head, and the birds were pecking at it. You tell us the meaning of this. You seem to be a righteous man.""","['righteous man .""', 'pressing grapes ;""', 'tell us', 'said one', 'imprisoned along', 'carrying bread', 'youths', 'two', 'seem', 'pecking', 'meaning', 'head', 'dreamt', 'dreamt', 'birds']"
12.0,37.0,"(Joseph) answered: ""I will give you its interpretation before the food you are served arrives. This knowledge is one of the things my Lord has taught me. I have given up the religion of those who do not believe in God and deny the life to come.","['served arrives', 'things', 'taught', 'religion', 'one', 'lord', 'life', 'knowledge', 'joseph', 'interpretation', 'god', 'given', 'give', 'food', 'deny', 'come', 'believe', 'answered']"
12.0,38.0,"I follow the faith of my fathers, of Abraham and Isaac and Jacob. We cannot associate anyone with God. This is among God's favours to us and to all mankind; but most men are not grateful.","['cannot associate anyone', 'among god', 'god', 'us', 'men', 'mankind', 'jacob', 'isaac', 'grateful', 'follow', 'favours', 'fathers', 'faith', 'abraham']"
12.0,39.0,"(Tell me) O fellow-prisoners, are a number of gods better, or one God omnipotent?","['one god omnipotent', 'gods better', 'tell', 'prisoners', 'number', 'fellow']"
12.0,40.0,"(What) you worship besides Him are nothing but names that you and your fathers have assigned, for which no sanction has been sent down by God. Authority belongs to God alone. He commands that you worship none but Him. This is the right way; but most men are ignorant.","['worship none', 'worship besides', 'right way', 'authority belongs', 'god alone', 'god', 'sent', 'sanction', 'nothing', 'names', 'men', 'ignorant', 'fathers', 'commands', 'assigned']"
12.0,41.0,"O fellow-prisoners, one of you will serve wine to your master, the other will be crucified and the birds will peck at his brain. Determined is the matter of your inquiry.""","['serve wine', 'inquiry .""', 'prisoners', 'peck', 'one', 'matter', 'master', 'fellow', 'determined', 'crucified', 'brain', 'birds']"
12.0,42.0,"And (Joseph) asked the man he knew would be released: ""Remember me to your lord;"" but Satan made him forget to mention this to his lord, and Joseph remained in prison for a number of years.","['satan made', 'knew would', 'lord ;""', 'joseph remained', 'lord', 'joseph', 'years', 'remember', 'released', 'prison', 'number', 'mention', 'man', 'forget', 'asked']"
12.0,43.0,"(One day) the king said (to his courtiers): ""I saw seven fat cows in a dream being devoured by seven lean ones, and seven ears of corn that were green and seven others that were seared. O courtiers, tell me the significance of my dream, if you know how to interpret them.""","['saw seven fat cows', 'seven lean ones', 'seven others', 'seven ears', 'one day', 'king said', 'courtiers ):', 'courtiers', 'tell', 'significance', 'seared', 'know', 'interpret', 'green', 'dream', 'dream', 'devoured', 'corn', '.""']"
12.0,44.0,"They were only confused dreams, they said; ""we do not know how to interpret them.""","['confused dreams', 'said', 'know', 'interpret', '.""']"
12.0,45.0,"Then the servant, who of the two had been released, remembering (Joseph), said: ""I will give you its interpretation; let me go for it.""","['joseph ), said', 'two', 'servant', 'remembering', 'released', 'let', 'interpretation', 'go', 'give', '.""']"
12.0,46.0,"(And coming to the prison) he said: ""O Joseph the truthful, tell us (the meaning of) seven fat cows being devoured by seven lean ones, and seven green ears of corn and seven seared, that I may go back to the people and tell them.""","['may go back', 'seven lean ones', 'seven green ears', 'seven fat cows', 'seven seared', 'tell us', 'tell', 'truthful', 'said', 'prison', 'people', 'meaning', 'joseph', 'devoured', 'corn', 'coming', '.""']"
12.0,47.0,"He said: ""Sow as usual for seven years, and after reaping leave the corn in the ears, except the little you need for food.","['seven years', 'reaping leave', 'usual', 'sow', 'said', 'need', 'little', 'food', 'except', 'ears', 'corn']"
12.0,48.0,"Then there will come seven years of hardship which will consume the grain you had laid up against them, except a little you may have stored away.","['come seven years', 'stored away', 'may', 'little', 'laid', 'hardship', 'grain', 'except', 'consume']"
12.0,49.0,"This will be followed by a year of rain, and people shall press (the grapes).""","['people shall press', 'grapes ).""', 'year', 'rain', 'followed']"
12.0,50.0,"The king said: ""Bring him to me. So when the messenger came to Joseph, he said: ""Go back to your lord and ask him: 'How fare the women who had cut their hands?' My Lord is cognisant of their guile.""","['messenger came', ""hands ?'"", 'guile .""', 'go back', 'king said', 'said', 'women', 'lord', 'lord', 'joseph', 'fare', 'cut', 'cognisant', 'bring', 'ask']"
12.0,51.0,"The king asked the women: ""What was the affair of seducing Joseph?"" ""God preserve us,"" they said; ""we know no evil against him."" The wife of the minister said: ""The truth has now come out. It was I who desired to seduce him, but he is indeed a man of virtue."" --","['god preserve us ,""', 'seducing joseph ?""', 'king asked', 'virtue .""', 'minister said', 'said', '.""', 'women', 'wife', 'truth', 'seduce', 'man', 'know', 'indeed', 'evil', 'desired', 'come', 'affair', '--']"
12.0,52.0,"(At this Joseph remarked:) ""From this (the Minister) should know that I did not betray him in his absence, and that God does not surely let the wiles of those who betray ever succeed.","['joseph remarked :)', 'betray ever succeed', 'surely let', 'betray', 'wiles', 'minister', 'know', 'god', 'absence']"
12.0,53.0,"But I do not wish to absolve myself, for the soul is prone to evil, unless my Lord have mercy. Indeed my Lord is forgiving and kind."" --","['kind .""', 'wish', 'unless', 'soul', 'prone', 'mercy', 'lord', 'lord', 'indeed', 'forgiving', 'evil', 'absolve', '--']"
12.0,54.0,"When the king heard this he said: ""Bring him to me. I shall take him in my special service."" When he had talked to him, he said: ""Today you are established in a rank of trust with us.""","['special service .""', 'us .""', 'shall take', 'king heard', 'trust', 'today', 'talked', 'said', 'said', 'rank', 'established', 'bring']"
12.0,55.0,"Appoint me over the granaries of the land, (he said); ""I shall be a knowledgeable keeper.""","['knowledgeable keeper .""', 'said );', 'shall', 'land', 'granaries', 'appoint']"
12.0,56.0,"Thus We gave Joseph authority in the land so that he lived wherever he liked. We bestow Our favours on whomsoever We please, and do not allow the reward of those who are good to go waste.","['gave joseph authority', 'lived wherever', 'go waste', 'whomsoever', 'thus', 'reward', 'please', 'liked', 'land', 'good', 'favours', 'bestow', 'allow']"
12.0,57.0,And certainly the recompense of the life to come is better for those who believe and follow the right path.,"['right path', 'recompense', 'life', 'follow', 'come', 'certainly', 'better', 'believe']"
12.0,58.0,"The brothers of Joseph came (to Egypt) and visited him. He recognised them, though they did not recognise him.","['joseph came', 'visited', 'though', 'recognised', 'recognise', 'egypt', 'brothers']"
12.0,59.0,"When he had supplied their provisions, he said to them: ""Bring your (half) brother with you. Have you not seen that I have given full measure, and that I am the best of hosts?","['given full measure', 'supplied', 'seen', 'said', 'provisions', 'hosts', 'half', 'brother', 'bring', 'best']"
12.0,60.0,"But if you do not bring him with you, then I shall have no grain for you, nor should you come back to me.""","['come back', 'shall', 'grain', 'bring', '.""']"
12.0,61.0,"They said: ""We shall request his father, and will certainly do that.""","['shall request', 'said', 'father', 'certainly', '.""']"
12.0,62.0,"Then he ordered his servants: ""Put their money back in their packs: They may find it on reaching home, and perhaps come again.""","['reaching home', 'perhaps come', 'money back', 'may find', 'servants', 'put', 'packs', 'ordered', '.""']"
12.0,63.0,"When they returned to their father, they said: ""O father, a further measure has been denied us. So send our brother with us that he may bring more grain. We shall take care of him.""","['shall take care', 'may bring', 'denied us', 'us', 'send', 'said', 'returned', 'measure', 'grain', 'father', 'father', 'brother', '.""']"
12.0,64.0,"He replied: ""Should I trust you with him as I did his brother? But God is the best of guardians, and most merciful of all.""","['trust', 'replied', 'merciful', 'guardians', 'god', 'brother', 'best', '.""']"
12.0,65.0,"When they unpacked their goods they said: ""O father, what more can we ask? Look, even our money has been returned. We shall go and bring a camel-load more of grain for our family, and take good care of our brother. That will be an easy measure.""","['take good care', 'easy measure .""', 'shall go', 'unpacked', 'said', 'returned', 'money', 'look', 'load', 'grain', 'goods', 'father', 'family', 'even', 'camel', 'brother', 'bring', 'ask']"
12.0,66.0,"He said: ""I will never send him with you until you swear by God that you will bring him back to me, unless all of you are overtaken (by misfortune)."" When they had given their promise, he said: ""God is witness to our conversation.""","['never send', 'misfortune ).""', 'conversation .""', 'witness', 'unless', 'swear', 'said', 'said', 'promise', 'overtaken', 'god', 'god', 'given', 'bring', 'back']"
